HPRC2-PG	HG00096	hap1	pangenie_all-samples_unfiltered_unpolished_HG00096_hap1
HPRC2-PG	HG00096	hap2	pangenie_all-samples_unfiltered_unpolished_HG00096_hap2
HPRC2-PG	HG03548	hap1	pangenie_all-samples_unfiltered_unpolished_HG03548_hap1
HPRC2-PG	HG03548	hap2	pangenie_all-samples_unfiltered_unpolished_HG03548_hap2
